Insurance Validity,Seats,c_id
Comprehensive,5,3317
Comprehensive,5,3318
Comprehensive,5,3319
Comprehensive,5,3320
Third Party insurance,5,3321
Comprehensive,5,3322
Third Party insurance,5,3323
Third Party insurance,5,3324
Comprehensive,5,3325
Third Party insurance,5,3326
Third Party insurance,7,3327
Comprehensive,5,3328
Comprehensive,5,3329
Third Party insurance,5,3330
Third Party insurance,5,3331
Third Party insurance,5,3332
Third Party insurance,7,3333
Third Party insurance,5,3334
Third Party insurance,5,3335
Comprehensive,5,3336
Comprehensive,5,3337
Third Party insurance,5,3338
Comprehensive,5,3339
Third Party insurance,5,3340
Comprehensive,7,3341
Comprehensive,5,3342
Third Party insurance,5,3343
Third Party,5,3344
Third Party insurance,7,3345
Comprehensive,5,3346
Comprehensive,5,3347
Comprehensive,5,3348
Comprehensive,5,3349
Third Party insurance,5,3350
Third Party insurance,7,3351
Third Party insurance,5,3352
Comprehensive,5,3353
Third Party insurance,5,3354
Third Party insurance,5,3355
Zero Dep,5,3356
Zero Dep,5,3357
Comprehensive,7,3358
Comprehensive,5,3359
Third Party,5,3360
Comprehensive,5,3361
Zero Dep,5,3362
Third Party insurance,7,3363
Third Party,5,3364
Comprehensive,5,3365
Comprehensive,5,3366
Third Party insurance,5,3367
Third Party insurance,5,3368
Third Party insurance,5,3369
Comprehensive,5,3370
Comprehensive,5,3371
Third Party insurance,5,3372
Third Party insurance,5,3373
Not Available,5,3374
Third Party insurance,5,3375
Third Party,5,3376
Comprehensive,5,3377
Third Party insurance,5,3378
Comprehensive,5,3379
Zero Dep,7,3380
Third Party insurance,5,3381
Comprehensive,5,3382
Third Party insurance,6,3383
Third Party insurance,5,3384
Third Party insurance,5,3385
Third Party insurance,5,3386
Third Party insurance,5,3387
Third Party insurance,7,3388
Comprehensive,7,3389
Third Party insurance,5,3390
Third Party insurance,5,3391
Third Party insurance,5,3392
Third Party insurance,5,3393
Third Party insurance,6,3394
Third Party insurance,5,3395
Zero Dep,5,3396
Comprehensive,5,3397
Third Party insurance,7,3398
Comprehensive,5,3399
Third Party insurance,5,3400
Third Party insurance,5,3401
Comprehensive,5,3402
Third Party insurance,5,3403
Zero Dep,5,3404
Third Party,7,3405
Third Party insurance,5,3406
Comprehensive,5,3407
Comprehensive,5,3408
Comprehensive,5,3409
Third Party insurance,5,3410
Comprehensive,7,3411
Comprehensive,5,3412
Comprehensive,4,3413
Comprehensive,5,3414
Third Party insurance,5,3415
Comprehensive,5,3416
Comprehensive,5,3417
Third Party insurance,5,3418
Zero Dep,5,3419
Third Party insurance,5,3420
Third Party insurance,5,3421
Zero Dep,5,3422
Third Party insurance,7,3423
Third Party,5,3424
Third Party insurance,5,3425
Third Party insurance,5,3426
Third Party insurance,5,3427
Third Party insurance,5,3428
Third Party insurance,5,3429
Third Party insurance,5,3430
Third Party insurance,7,3431
Third Party insurance,7,3432
Not Available,5,3433
Third Party insurance,5,3434
Third Party insurance,7,3435
Third Party,5,3436
Zero Dep,5,3437
Comprehensive,5,3438
Third Party,5,3439
Zero Dep,5,3440
Comprehensive,5,3441
Comprehensive,5,3442
Comprehensive,5,3443
Third Party,5,3444
Third Party insurance,5,3445
Third Party insurance,7,3446
Comprehensive,5,3447
Third Party insurance,5,3448
Third Party insurance,5,3449
Comprehensive,5,3450
Comprehensive,5,3451
Comprehensive,5,3452
Third Party,5,3453
Zero Dep,5,3454
Third Party,5,3455
Comprehensive,5,3456
Comprehensive,5,3457
Third Party insurance,5,3458
Third Party,5,3459
Third Party insurance,7,3460
Zero Dep,5,3461
Comprehensive,5,3462
Third Party insurance,5,3463
Third Party insurance,5,3464
Third Party insurance,5,3465
Comprehensive,5,3466
Third Party insurance,5,3467
Third Party insurance,5,3468
Third Party insurance,5,3469
Third Party insurance,5,3470
Third Party insurance,5,3471
Comprehensive,4,3472
Zero Dep,5,3473
Zero Dep,5,3474
Third Party insurance,5,3475
Third Party insurance,5,3476
Third Party insurance,5,3477
Third Party insurance,5,3478
Comprehensive,5,3479
Third Party insurance,5,3480
Comprehensive,5,3481
Third Party insurance,5,3482
Third Party insurance,5,3483
Third Party insurance,7,3484
Third Party insurance,5,3485
Comprehensive,5,3486
Third Party insurance,5,3487
Third Party insurance,5,3488
Third Party insurance,5,3489
Third Party insurance,6,3490
Third Party insurance,5,3491
Third Party insurance,5,3492
Zero Dep,5,3493
Zero Dep,5,3494
Third Party insurance,5,3495
Comprehensive,5,3496
Zero Dep,5,3497
Third Party insurance,7,3498
Comprehensive,5,3499
Third Party insurance,5,3500
Comprehensive,5,3501
Third Party,5,3502
Comprehensive,7,3503
Comprehensive,5,3504
Third Party insurance,7,3505
Third Party insurance,5,3506
Comprehensive,5,3507
Third Party insurance,5,3508
Third Party insurance,5,3509
Third Party insurance,7,3510
Comprehensive,7,3511
Third Party insurance,5,3512
Zero Dep,5,3513
Third Party,5,3514
Third Party insurance,5,3515
Zero Dep,5,3516
Zero Dep,5,3517
Comprehensive,5,3518
Third Party,5,3519
Comprehensive,5,3520
Third Party,5,3521
Third Party,5,3522
Comprehensive,5,3523
Comprehensive,7,3524
Third Party insurance,5,3525
Third Party insurance,5,3526
Third Party insurance,5,3527
Third Party insurance,5,3528
Third Party insurance,5,3529
Comprehensive,5,3530
Third Party,5,3531
Third Party,5,3532
Zero Dep,5,3533
Third Party insurance,5,3534
Zero Dep,5,3535
Zero Dep,5,3536
Comprehensive,5,3537
Zero Dep,5,3538
Comprehensive,5,3539
Zero Dep,5,3540
Comprehensive,5,3541
Third Party insurance,5,3542
Third Party insurance,5,3543
Third Party insurance,5,3544
Third Party insurance,5,3545
Third Party insurance,5,3546
Third Party insurance,5,3547
Comprehensive,7,3548
Third Party insurance,7,3549
Comprehensive,7,3550
Comprehensive,5,3551
Zero Dep,5,3552
Zero Dep,5,3553
Third Party insurance,7,3554
Third Party,5,3555
Comprehensive,5,3556
Zero Dep,7,3557
Zero Dep,5,3558
Third Party insurance,5,3559
Zero Dep,5,3560
Comprehensive,7,3561
Third Party insurance,5,3562
Comprehensive,5,3563
Comprehensive,5,3564
Zero Dep,7,3565
Third Party insurance,5,3566
Comprehensive,5,3567
Third Party insurance,7,3568
Third Party insurance,5,3569
Third Party insurance,5,3570
Third Party insurance,5,3571
Comprehensive,5,3572
Comprehensive,5,3573
Third Party insurance,5,3574
Comprehensive,5,3575
Third Party,5,3576
Third Party insurance,4,3577
Comprehensive,7,3578
Comprehensive,5,3579
Comprehensive,5,3580
Comprehensive,5,3581
Comprehensive,5,3582
Third Party insurance,7,3583
Comprehensive,5,3584
Third Party insurance,6,3585
Third Party insurance,5,3586
Comprehensive,5,3587
Comprehensive,5,3588
Comprehensive,5,3589
Third Party insurance,5,3590
Comprehensive,5,3591
Zero Dep,6,3592
Third Party insurance,5,3593
Comprehensive,5,3594
Comprehensive,7,3595
Comprehensive,5,3596
Comprehensive,5,3597
Comprehensive,5,3598
Third Party insurance,5,3599
Comprehensive,5,3600
Third Party insurance,5,3601
Third Party insurance,7,3602
Comprehensive,5,3603
Zero Dep,8,3604
Comprehensive,5,3605
Comprehensive,5,3606
Comprehensive,5,3607
Comprehensive,6,3608
Third Party insurance,5,3609
Third Party insurance,5,3610
Third Party insurance,7,3611
Comprehensive,5,3612
Comprehensive,5,3613
Zero Dep,5,3614
Comprehensive,7,3615
Third Party insurance,5,3616
Zero Dep,5,3617
Third Party insurance,5,3618
Comprehensive,5,3619
Comprehensive,5,3620
Comprehensive,5,3621
Third Party insurance,5,3622
Third Party insurance,5,3623
Comprehensive,5,3624
Third Party insurance,5,3625
Third Party insurance,5,3626
Third Party insurance,5,3627
Third Party insurance,5,3628
Third Party insurance,5,3629
Third Party insurance,5,3630
Zero Dep,5,3631
Zero Dep,5,3632
Third Party insurance,5,3633
Comprehensive,5,3634
Third Party,5,3635
Third Party,4,3636
Comprehensive,5,3637
Third Party insurance,5,3638
Zero Dep,5,3639
Third Party insurance,5,3640
Third Party insurance,5,3641
Third Party insurance,5,3642
Third Party insurance,5,3643
Comprehensive,5,3644
Comprehensive,5,3645
Comprehensive,5,3646
Comprehensive,5,3647
Comprehensive,5,3648
Comprehensive,5,3649
Comprehensive,5,3650
Comprehensive,5,3651
Comprehensive,5,3652
Comprehensive,5,3653
Third Party,5,3654
Comprehensive,5,3655
Third Party insurance,5,3656
Comprehensive,7,3657
Comprehensive,6,3658
Comprehensive,5,3659
Comprehensive,5,3660
Third Party insurance,5,3661
Third Party insurance,5,3662
Comprehensive,5,3663
Comprehensive,5,3664
Third Party insurance,5,3665
Third Party insurance,5,3666
Comprehensive,5,3667
Third Party insurance,5,3668
Comprehensive,5,3669
Comprehensive,5,3670
Third Party,5,3671
Comprehensive,5,3672
Comprehensive,5,3673
Comprehensive,5,3674
Comprehensive,5,3675
Comprehensive,5,3676
Comprehensive,5,3677
Comprehensive,7,3678
Third Party insurance,5,3679
Comprehensive,5,3680
Comprehensive,5,3681
Third Party insurance,5,3682
Third Party insurance,5,3683
Third Party insurance,5,3684
Comprehensive,5,3685
Third Party,5,3686
Comprehensive,7,3687
Comprehensive,7,3688
Comprehensive,5,3689
Comprehensive,5,3690
Comprehensive,5,3691
Comprehensive,5,3692
Comprehensive,5,3693
Comprehensive,5,3694
Third Party insurance,5,3695
Comprehensive,6,3696
Comprehensive,5,3697
Third Party insurance,5,3698
Comprehensive,5,3699
Comprehensive,7,3700
Comprehensive,5,3701
Third Party insurance,5,3702
Third Party insurance,5,3703
Comprehensive,5,3704
Third Party insurance,5,3705
Comprehensive,5,3706
Third Party insurance,7,3707
Third Party insurance,5,3708
Third Party insurance,7,3709
Third Party insurance,5,3710
Comprehensive,5,3711
Comprehensive,5,3712
Comprehensive,8,3713
Third Party,5,3714
Comprehensive,5,3715
Third Party insurance,5,3716
Comprehensive,5,3717
Third Party insurance,5,3718
Comprehensive,6,3719
Third Party insurance,5,3720
Comprehensive,5,3721
Comprehensive,5,3722
Third Party insurance,5,3723
Comprehensive,5,3724
Comprehensive,5,3725
Third Party insurance,5,3726
Third Party insurance,5,3727
Third Party insurance,5,3728
Third Party insurance,5,3729
Third Party insurance,7,3730
Third Party,5,3731
Zero Dep,5,3732
Third Party insurance,5,3733
Zero Dep,5,3734
Comprehensive,7,3735
Third Party insurance,5,3736
Third Party insurance,5,3737
Third Party insurance,5,3738
Zero Dep,5,3739
Comprehensive,5,3740
Third Party insurance,5,3741
Third Party insurance,5,3742
Third Party insurance,5,3743
Third Party insurance,5,3744
Comprehensive,5,3745
Comprehensive,7,3746
Third Party insurance,5,3747
Third Party insurance,5,3748
Third Party insurance,5,3749
Third Party insurance,5,3750
Comprehensive,5,3751
Third Party,5,3752
Third Party insurance,5,3753
Comprehensive,5,3754
Third Party,5,3755
Third Party insurance,7,3756
Comprehensive,5,3757
Comprehensive,5,3758
Comprehensive,5,3759
Comprehensive,5,3760
Comprehensive,7,3761
Comprehensive,5,3762
Comprehensive,5,3763
Comprehensive,5,3764
Comprehensive,5,3765
Third Party insurance,5,3766
Third Party insurance,7,3767
Comprehensive,5,3768
Third Party,5,3769
Comprehensive,5,3770
Comprehensive,5,3771
Comprehensive,5,3772
Comprehensive,5,3773
Comprehensive,5,3774
Zero Dep,5,3775
Third Party insurance,7,3776
Third Party,5,3777
Comprehensive,5,3778
Comprehensive,5,3779
Third Party insurance,5,3780
Third Party insurance,5,3781
Third Party insurance,5,3782
Third Party insurance,5,3783
Third Party insurance,5,3784
Third Party insurance,5,3785
Third Party insurance,5,3786
Third Party insurance,5,3787
Third Party insurance,5,3788
Comprehensive,5,3789
Third Party insurance,5,3790
Comprehensive,5,3791
Third Party insurance,5,3792
Third Party insurance,7,3793
Third Party,5,3794
Third Party,5,3795
Third Party insurance,5,3796
Third Party,5,3797
Third Party insurance,6,3798
Comprehensive,5,3799
Third Party insurance,5,3800
Third Party insurance,5,3801
Third Party insurance,5,3802
Third Party insurance,5,3803
Third Party insurance,4,3804
Comprehensive,5,3805
Third Party insurance,5,3806
Third Party insurance,5,3807
Comprehensive,4,3808
Third Party insurance,7,3809
Third Party insurance,5,3810
Third Party insurance,5,3811
Comprehensive,5,3812
Zero Dep,5,3813
Comprehensive,5,3814
Comprehensive,5,3815
Comprehensive,5,3816
Zero Dep,5,3817
Third Party,4,3818
Comprehensive,5,3819
Comprehensive,5,3820
Third Party insurance,5,3821
Third Party insurance,5,3822
Comprehensive,8,3823
Comprehensive,5,3824
Third Party insurance,5,3825
Third Party insurance,7,3826
Third Party insurance,5,3827
Third Party insurance,5,3828
Third Party insurance,5,3829
Third Party insurance,5,3830
Zero Dep,5,3831
Third Party,7,3832
Third Party insurance,5,3833
Comprehensive,5,3834
Third Party,5,3835
Third Party insurance,5,3836
Comprehensive,5,3837
Third Party insurance,5,3838
Third Party,7,3839
Third Party insurance,5,3840
Third Party insurance,5,3841
Third Party insurance,5,3842
Third Party insurance,5,3843
Third Party insurance,5,3844
Third Party insurance,5,3845
Third Party,5,3846
Third Party insurance,5,3847
Third Party insurance,5,3848
Third Party insurance,5,3849
Third Party insurance,4,3850
Comprehensive,5,3851
Comprehensive,5,3852
Comprehensive,5,3853
Third Party insurance,5,3854
Comprehensive,5,3855
Comprehensive,5,3856
Comprehensive,5,3857
Third Party insurance,5,3858
Comprehensive,5,3859
Third Party insurance,5,3860
Third Party insurance,5,3861
Comprehensive,7,3862
Comprehensive,7,3863
Comprehensive,5,3864
Third Party insurance,5,3865
Third Party insurance,7,3866
Third Party,5,3867
Comprehensive,7,3868
Third Party insurance,5,3869
Comprehensive,5,3870
Third Party insurance,5,3871
Third Party insurance,5,3872
Comprehensive,5,3873
Third Party insurance,5,3874
Comprehensive,5,3875
Comprehensive,5,3876
Comprehensive,5,3877
Comprehensive,5,3878
Comprehensive,5,3879
Third Party insurance,7,3880
Comprehensive,5,3881
Comprehensive,5,3882
Comprehensive,5,3883
Third Party insurance,5,3884
Comprehensive,5,3885
Third Party insurance,5,3886
Comprehensive,2,3887
Third Party insurance,7,3888
Third Party insurance,5,3889
Third Party insurance,5,3890
Third Party,5,3891
Zero Dep,5,3892
Third Party insurance,5,3893
Comprehensive,5,3894
Comprehensive,7,3895
Third Party insurance,5,3896
Third Party insurance,5,3897
Third Party insurance,5,3898
Third Party insurance,5,3899
Third Party insurance,7,3900
Third Party insurance,5,3901
Third Party insurance,5,3902
Third Party insurance,5,3903
Third Party insurance,5,3904
Comprehensive,5,3905
Third Party insurance,5,3906
Third Party insurance,7,3907
Third Party,5,3908
Zero Dep,5,3909
Third Party insurance,5,3910
Comprehensive,5,3911
Comprehensive,5,3912
Third Party insurance,5,3913
Zero Dep,5,3914
Third Party insurance,7,3915
Zero Dep,5,3916
Comprehensive,5,3917
Third Party insurance,5,3918
Third Party insurance,5,3919
Third Party insurance,7,3920
Third Party insurance,5,3921
Third Party insurance,7,3922
Third Party insurance,5,3923
Third Party insurance,5,3924
Third Party insurance,7,3925
Third Party insurance,5,3926
Comprehensive,5,3927
Zero Dep,4,3928
Third Party insurance,5,3929
Zero Dep,5,3930
Comprehensive,5,3931
Comprehensive,5,3932
Comprehensive,5,3933
Third Party insurance,5,3934
Third Party,5,3935
Comprehensive,7,3936
Third Party insurance,5,3937
Comprehensive,5,3938
Comprehensive,5,3939
Comprehensive,5,3940
Comprehensive,5,3941
Third Party insurance,5,3942
Third Party,5,3943
Comprehensive,5,3944
Third Party insurance,5,3945
Third Party insurance,4,3946
Zero Dep,5,3947
Comprehensive,5,3948
Comprehensive,5,3949
Comprehensive,5,3950
Comprehensive,5,3951
Third Party insurance,5,3952
Comprehensive,5,3953
Comprehensive,7,3954
Third Party,5,3955
